# pdb h1 h2 h3 l1 l2 l3
3ejz 82.4205434783 96.8435114504 71.4825 82.0488888889 65.1274509804 67.8528571429
4wcy 19.6189411765 16.6747014925 19.8935714286 21.1653846154 20.0032 19.9526027397
4g6k 17.7758666667 22.1765693431 21.0093548387 27.2197701149 23.4965517241 20.8693243243
1bj1 22.5345679012 30.8852083333 23.1970992366 29.0363095238 26.0255555556 20.9997435897
4g6j 22.7116666667 26.933943662 24.0581578947 36.7972151899 36.1814545455 25.967
5cba 57.6179710145 66.9865891473 60.0756291391 50.7954455446 51.5685454545 53.2765517241
6b5s 33.3197368421 33.4044813278 32.8389308176 37.217606383 37.4132743363 32.9558041958
6b5r 23.6384210526 25.8140248963 23.9859119497 33.165106383 34.7680530973 25.2505594406
2h9g 13.703 15.2400787402 11.4412 12.9138157895 13.5148148148 14.0754929577
6b5p 43.9367763158 39.6597510373 44.0545283019 58.4471808511 55.9936283186 42.4070629371
6b5t 30.4846052632 31.9210788382 27.001509434 33.6204787234 40.8127433628 28.5957342657
2e27 17.9268131868 16.1554477612 18.7044444444 18.5922988506 17.4365454545 14.2548809524
6b5o 61.5791558442 78.1444727273 79.7546961326 61.5881818182 64.9075675676 60.7028965517
6b5n 60.6430519481 69.0455272727 66.4256353591 58.8899621212 51.7966666667 41.292137931
6b5m 55.9707142857 60.7181818182 52.7536464088 41.9935606061 52.3075675676 36.1675172414
6b5l 62.409025974 68.6873454545 74.5345303867 53.6009848485 59.4453153153 41.5467586207
4dk6 28.8498611111 22.7311811024 27.5631818182 none none none
4dk3 62.355 62.7007086614 58.0013636364 none none none
5mp6 34.6042391304 70.9390458015 37.4882926829 58.6995336788 35.2695762712 62.1183098592
4nc0 48.8124418605 35.5976859504 41.502406015 none none none
5mp2 90.4802666667 64.0429104478 79.05 none none none
5mp3 44.1545783133 44.0839160839 53.1379569892 54.5832539683 46.1705172414 39.0745205479
5bzd 80.3884615385 73.9033884298 62.8052727273 83.2364367816 77.7390196078 68.664516129
3wkm 26.9224705882 33.3956934307 29.2845967742 31.4228205128 24.1976 26.4696202532
5nlu 26.676557377 23.8922268908 27.8113740458 none none none
2yss 49.6239759036 37.636953125 42.9676086957 35.0903614458 42.2563461538 30.8691025641
5nlw 54.3370491803 43.4861506276 93.7593939394 none none none
4m5y 15.3426086957 18.543046875 16.1290697674 25.3271428571 25.8388888889 18.6922727273
4h88 26.4076344086 29.7914179104 27.3653571429 35.2825609756 32.2190384615 27.3601265823
5bzw 26.227721519 36.4227692308 41.2431788079 30.7876470588 24.0331372549 26.6514754098
2eks 34.7420481928 33.86703125 33.4513043478 30.653373494 31.6361538462 26.6865384615
1jnh 64.9411111111 59.2177372263 78.0108536585 99.0177227723 102.1026 89.6355
5kzp 61.1689156627 69.9971428571 40.0982786885 45.1133333333 35.5468 41.1077777778
5hcg 52.316 76.4766911765 49.7008 none none none
3we6 50.6501234568 29.3021428571 45.2522807018 22.2888235294 35.2234482759 19.4998484848
3uc0 52.96 45.6237692308 37.4053333333 36.8529545455 39.5446938776 30.3680519481
4xak 51.6763768116 47.558503937 42.1848695652 52.172195122 43.3235555556 43.3331081081
3bae 14.9681395349 14.7945138889 17.9783453237 12.8661417323 15.6222807018 10.9519117647
4xaw 30.8614492754 23.2716030534 23.9202222222 25.2147674419 25.3895555556 19.5018571429
1dn0 20.9718072289 30.025 22.9434285714 26.002195122 19.21375 23.0033823529
2gk0 29.6721333333 45.5494017094 46.3921238938 45.83008 42.1032758621 34.4460869565
4h8w 31.0209090909 28.5029508197 32.0654794521 29.9356565657 33.8483636364 26.4654878049
2vh5 40.843164557 40.0496350365 42.0187719298 39.3703529412 37.8893617021 42.2882608696
3q1s 26.8582926829 25.9676 28.2441007194 35.743164557 34.3916 28.6265277778
3oko 43.536627907 42.8551677852 43.2173529412 46.0901459854 47.3093103448 36.0857142857
3okn 55.0206976744 50.2968456376 53.0062745098 57.7299270073 49.1101724138 41.7331428571
3okm 27.4763953488 28.5380536913 36.5066666667 32.9631386861 36.0613793103 25.605
3okl 28.9160465116 28.8472483221 26.7059803922 28.302189781 27.3417241379 22.146
3okk 31.9501162791 31.338590604 33.6245263158 38.0743065693 34.5203448276 26.585
3ogo 30.9395294118 31.2248739496 29.9964705882 none none none
5en2 15.6741304348 20.5783333333 13.1258088235 16.4643661972 14.5874545455 13.0414864865
3oke 47.8047674419 47.6460402685 55.1298039216 52.5618978102 52.2831034483 43.175
3okd 27.343255814 26.8265771812 25.9255882353 28.982189781 25.7596551724 20.6725714286
1jn6 35.9253333333 33.7216788321 43.4859090909 50.2530693069 64.1676 32.215875
1f90 16.8595555556 22.1803278689 23.6384615385 28.5154761905 24.2132692308 20.7582191781
5obf 53.5230681818 53.3783098592 38.8054545455 24.3005223881 20.984 28.3308823529
4py7 44.3110989011 40.2251515152 51.071980198 51.1957317073 58.0973333333 40.846
2jel 25.2003614458 29.164 23.6714666667 35.6204878049 31.3896610169 24.9520547945
5nbw 51.0175268817 39.1848201439 28.8171111111 34.1272413793 30.3372881356 31.2893975904
1mcn none none none 0.0 0.0 0.0
1mcl none none none 0.0 0.0 0.0
1mck none none none 0.0 0.0 0.0
1mcj none none none 0.0 0.0 0.0
1mci none none none 0.0 0.0 0.0
1mch none none none 0.0 0.0 0.0
1mcf none none none 0.0 0.0 0.0
1mce none none none 0.0 0.0 0.0
1mcd none none none 0.0 0.0 0.0
1mcc none none none 0.0 0.0 0.0
5dtf 33.2107894737 22.6350381679 30.3506666667 39.1805555556 34.8602272727 27.3798876404
5vlp 53.3043333333 47.8402054795 39.1062962963 42.3751351351 47.214 34.6150649351
4bfb 31.3495890411 30.0875862069 34.8185 none none none
3sdy 79.1633333333 89.0391481481 72.820097561 89.4466298343 75.1717 78.5284172662
5xhg 19.5638823529 17.9048550725 17.5856666667 22.0547435897 16.7861111111 19.1616
5vlv 31.6203846154 26.4360909091 23.2025210084 none none none
5nbl 50.2988157895 65.4889473684 56.1383471074 none none none
1mcs none none none 0.0 0.0 0.0
1mcr none none none 0.0 0.0 0.0
1mcq none none none 0.0 0.0 0.0
1mcp 7.82356321839 11.8629166667 4.35633663366 20.2609375 6.84979166667 5.7468
4olz 40.0079012346 38.3904895105 37.5492465753 44.7294117647 43.6465909091 35.2708
4oly 40.3038271605 38.3333834586 39.995890411 52.9447058824 43.0652272727 33.6108
4olx 52.6441975309 52.2479562044 51.7052054795 69.2504411765 54.3579545455 49.8318
1j1o 20.9049367089 16.50546875 18.2569565217 17.5626506024 14.6070588235 13.0764102564
5ob5 12.8923333333 20.0017037037 12.8285227273 18.6647674419 19.26375 16.1302985075
4olw 61.5285185185 59.6512230216 58.2339041096 71.8677941176 61.8072727273 56.161
4olv 37.1667901235 37.4862857143 35.395890411 49.7522058824 39.3652272727 32.2398
4olu 41.0109876543 41.2142105263 40.4934931507 54.9742647059 44.8243181818 35.6038
1j1x 18.9164556962 12.3796875 15.8313043478 13.7087951807 10.4319230769 9.46363636364
5dt1 25.9020987654 28.8786397059 39.8368639053 35.1776023392 37.5857142857 33.7352941176
3u9p 28.2710294118 33.9594495413 30.4183098592 29.2846666667 32.2085454545 26.291375
5f9w 81.4687777778 84.666 71.0454807692 74.8167073171 87.35 61.92975
35c8 15.4874117647 20.4893984962 18.9516666667 13.5518518519 15.6254347826 12.9191666667
5o2u 50.2449295775 40.9385714286 42.654 none none none
2xqy 45.1759090909 55.4730612245 46.9411538462 69.8038461538 53.532 53.5686419753
2bdn 44.802804878 52.4110447761 35.9948529412 45.6632222222 47.8419565217 36.58125
5f9a 53.8806060606 59.6154867257 60.365 none none none
5f9d 63.8796969697 71.4345132743 70.1271153846 none none none
2xqb 27.6694594595 30.6227891156 33.1351145038 55.3503225806 53.69 37.4741237113
5f9o 34.4478494624 35.248015873 31.1484536082 37.7857142857 33.7164444444 28.6603703704
5e8d 79.0068235294 85.9157342657 80.41359375 108.90954023 115.531052632 88.3494366197
5e8e 34.3732 38.9754545455 28.8962676056 35.5747560976 32.1320833333 34.6905617978
5vr9 30.3010227273 32.9651449275 35.0230769231 34.3465333333 35.9768085106 29.657375
5uby 53.3663333333 58.853359375 51.6658 59.7230263158 57.7628813559 63.8665116279
5ubz 77.7843820225 78.2637356322 69.2647777778 51.2029761905 68.2475471698 48.6830120482
3qg7 32.9777777778 32.7835483871 39.083030303 50.8359848485 42.9289473684 37.6043055556
3qg6 22.2783333333 30.2989516129 26.2484848485 43.4431818182 36.0557894737 24.6004166667
4yk4 67.5834615385 56.7626717557 54.402012987 61.3436470588 53.7335555556 57.8538888889
5f93 54.8301515152 58.289380531 60.5707692308 none none none
3h42 31.9064556962 31.0405785124 27.9180314961 32.9825263158 35.1316 33.2807692308
5npi 21.9260227273 30.1845038168 24.6104494382 22.3974725275 25.5349122807 21.8308450704
5nph 14.3713636364 20.3045801527 16.4261797753 23.7263043478 21.4838461538 18.4080769231
1him 6.29797297297 9.194 10.0306 12.9006766917 11.0493103448 6.94945205479
6foe 46.0958024691 51.3285217391 42.8019736842 44.9462765957 51.1244897959 45.3102564103
1mqk 12.9180769231 18.3861904762 14.6656818182 18.716 20.2108 18.4611111111
3l5w 40.5535802469 51.2575 42.8816326531 52.4751764706 44.3169565217 55.4531325301
3v6f 63.5902666667 49.1439534884 105.959714286 106.488731343 95.5534482759 79.3904444444
4u6v 67.8672839506 68.0490178571 63.2084482759 52.3128571429 64.8714285714 51.1223684211
4kht 81.6017567568 73.4336090226 77.7679245283 145.593764706 121.715384615 79.518625
4x7c 38.5369444444 32.1079807692 33.0829885057 none none none
3v6o 25.9642028986 29.15384 22.4556578947 32.2374390244 29.6518181818 23.8940963855
4khx 93.6125675676 92.4463970588 87.415 144.994 106.532692308 90.499875
1c08 38.7226582278 33.264140625 37.2819565217 36.0502409639 31.1886538462 28.8712820513
4hfw 34.0326436782 45.3148550725 33.2942307692 38.3234482759 38.4463043478 37.3036111111
3sge 30.4547368421 32.8836024845 33.5143333333 42.4958196721 41.2088461538 32.5035
3sgd 28.5017105263 25.9095652174 28.2736666667 40.418442623 37.12 38.211625
2q76 16.3015384615 19.010075188 13.0372413793 19.3370588235 15.7977777778 18.8745205479
4xvu 42.6898823529 51.9950643777 41.9571505376 65.0362585034 47.8726595745 52.4657297297
5tf1 36.8450314465 39.8117786561 35.642484472 65.0662111801 37.9974736842 37.337
5m6a none none none 28.2196511628 20.1378181818 24.9254666667
5wl2 56.3374509804 51.5102325581 52.6467961165 70.9842857143 67.6828070175 69.9117948718
5m6i none none none 25.3862105263 32.1670909091 23.881971831
5i66 38.0334782609 45.5457370518 48.2882183908 47.0167785235 44.4959821429 41.4022077922
4nrx 29.6275308642 38.6387878788 43.9132044199 30.1957831325 29.7404347826 31.6437837838
1ynl 18.3912765957 18.7584671533 18.0253571429 22.4251968504 19.1085 17.162173913
4nrz 29.2456790123 33.1100757576 31.1790055249 27.5378947368 31.2302083333 25.3878378378
6b6z 59.8397740113 67.0126907631 56.6900813008 70.414829932 none 58.6824489796
5esq 33.7054545455 36.0739516129 31.66 34.4456578947 32.1528846154 29.7879220779
4jzo 49.1494366197 53.8922556391 41.8502380952 47.9546835443 48.0313793103 38.8666176471
4jzj 43.6623595506 34.5153731343 40.9808333333 62.9661832061 57.9556896552 41.7628395062
5cck 15.6039784946 22.2005263158 20.4426451613 20.7063366337 17.2226785714 18.6073170732
1nak 27.3244736842 30.9942741935 21.8869767442 29.1475206612 30.7746551724 17.8183333333
5esa 44.9429577465 45.4144360902 28.7485714286 23.5659459459 26.5411111111 23.7902857143
3cx5 48.7917204301 64.0054330709 46.9881481481 72.5884444444 55.3561016949 65.0751764706
4bz1 68.2724242424 64.0609885932 63.398411215 73.0204494382 81.1117431193 53.3383636364
4bz2 42.8437341772 66.8623161765 39.4115228426 38.4295424837 51.6239495798 33.9832450331
1ay1 19.1492222222 24.331023622 24.3513461538 24.632027027 29.0802083333 25.2944303797
3idm 30.544625 31.5807575758 34.5761111111 36.4364383562 30.3895833333 28.8787951807
1yeg 23.119673913 26.4397142857 24.7913492063 23.1138888889 23.7603846154 19.2194594595
5tfs 44.0035220126 45.0155952381 39.9323880597 76.560755814 38.525862069 49.9878888889
2dwd 36.015862069 37.6894366197 26.0311267606 21.9896341463 32.1730769231 17.6529268293
6ehw 42.7408641975 48.1904878049 51.0918627451 43.1698780488 44.2112280702 38.3028985507
6ehv 88.5679012346 80.7988235294 60.5978651685 91.0167816092 83.4763013699 60.537037037
5tfw 37.7060714286 41.0303623188 38.5572 41.5998795181 47.1524528302 41.3994186047
6ehy 38.0315584416 47.7996124031 44.028627451 37.8484146341 41.4784210526 37.5404347826
6ehx 34.749382716 37.700234375 30.2843137255 36.9947560976 35.2415789474 26.2644927536
3fn0 48.7464634146 36.5028225806 53.3893700787 50.2873913043 59.43125 43.7840277778
6bah 25.8781176471 26.2133333333 29.6481111111 21.7242307692 22.427037037 18.6172
6ehg 118.800735294 118.041782946 101.87426087 none none none
5m63 82.168974359 70.1215384615 74.5389552239 67.84625 69.3944 65.6348780488
4l1h none none none 32.3295505618 33.0462 27.8303797468
6c9u 28.1488489209 31.2272953737 30.6545 37.4184677419 33.6034375 36.4175301205
3t4y 17.4081395349 18.2718 18.507961165 20.4103649635 19.5317241379 13.7381428571
2i5y 28.6988235294 30.985037037 29.3662987013 31.7242857143 33.8717777778 25.1529807692
1igt 49.5797169811 45.1079738562 42.8182022472 21.6130630631 33.0528985507 22.9428409091
4hpo 36.7025 43.6337956204 24.2875167785 24.9175531915 22.7513793103 30.6765789474
1igm 6.03407407407 8.42336283186 7.13628865979 8.15023809524 5.5568627451 5.43051948052
1igj 41.3713483146 26.1759259259 21.434875 10.6089516129 15.0515517241 11.4728358209
1igi 37.1358426966 16.5652592593 16.5715 13.6663709677 5.56310344828 7.20805970149
4qlr 32.4296052632 19.6007317073 21.9244628099 none none none
4hpy 18.5839473684 15.4527777778 15.9919318182 13.7044047619 18.0001785714 14.4954117647
3cfc 39.9528395062 40.5186842105 43.8336170213 39.4308461538 45.6998 37.2419117647
1igc 20.9246153846 26.04448 31.2262745098 17.7380722892 24.3643396226 16.0704347826
3hns 22.7483695652 24.3664233577 21.5138961039 24.7808235294 25.3996666667 21.5588157895
2cd0 none none none 25.4286734694 18.2313559322 30.4531944444
3hnt 20.3327173913 20.9762773723 19.0727272727 20.4556470588 19.5436666667 17.8544736842
4xbg 40.2302898551 43.6395419847 50.5243283582 39.6702325581 35.5273333333 46.1395714286
4xbe 23.574057971 15.4133587786 20.1230851064 20.9759302326 18.0751111111 13.7572857143
4unv none none none 23.0507142857 25.2959649123 22.0074025974
4unu none none none 7.44020408163 7.05684210526 6.53519480519
4unt none none none 31.9935714286 41.280877193 26.2235211268
4plj 55.8415116279 50.0518181818 49.1490243902 50.6514772727 68.7964583333 42.9298823529
4m62 15.5062318841 23.0226356589 18.8516535433 24.0720987654 19.1872727273 17.3751515152
5ea0 23.4714285714 26.0991538462 23.0836206897 28.0617266187 25.9603448276 19.4591764706
3kr3 19.2369662921 21.1949152542 17.0267 17.7088505747 23.05625 13.9588461538
4xbp 42.0811594203 34.2085496183 54.4512711864 36.7915116279 27.0173333333 32.6943283582
3bn9 27.8167105263 40.1707964602 28.5396855346 32.718125 30.9097777778 36.9317567568
4xp1 68.9105479452 69.4154198473 64.6030232558 67.9475862069 65.0973913043 59.5689041096
4xp4 67.4349315068 66.8035877863 65.5974418605 65.5275862069 64.7741304348 56.8054794521
4xp9 78.7534666667 80.5533587786 75.8924418605 75.822183908 74.1739130435 74.0795890411
2f58 21.7359550562 16.813828125 33.6933093525 30.2641284404 28.1780434783 16.6045205479
4zd3 21.7629761905 26.3990298507 37.3213592233 35.3528571429 34.3597959184 53.7880645161
2pw2 13.0495 16.4748484848 31.3208024691 20.662739726 10.3720833333 15.1598795181
2pw1 17.923625 18.9411363636 27.6180864198 24.4134246575 13.7683333333 15.8640963855
6dcw 25.0034482759 27.7056390977 25.6603960396 31.7832116788 27.7935087719 18.9297560976
6arp 28.9030379747 27.2591129032 23.3965346535 26.328902439 27.3971428571 22.1122077922
6h6y 21.4107333333 32.2553648069 26.049862069 none none none
1mex 13.8906097561 16.2397794118 15.9524489796 15.8026666667 18.5551724138 16.695
4k07 none none none 78.2976470588 91.5450526316 78.5370967742
3ld8 51.5658024691 65.15176 55.003814433 55.2831111111 51.6107272727 56.6511428571
2y5t 35.611011236 37.7473571429 30.8285185185 39.6226724138 40.379245283 29.6489333333
2g75 58.5874647887 64.3392857143 64.9595081967 72.8206756757 80.7855555556 76.0396385542
1eeq none none none 21.2786178862 15.315 15.5772289157
5bk1 30.4569047619 33.1998461538 31.7655944056 105.690410959 32.7353061224 61.3564102564
1sjx 17.026025641 18.0073831776 17.7261538462 none none none
5bk3 32.3891139241 36.4540540541 37.79 40.7055395683 44.3075862069 36.0061842105
1qbl 34.9736470588 39.6962773723 29.0625333333 36.2341176471 32.41 29.8978823529
1qbm 32.6201176471 37.8661313869 26.174 35.8081176471 28.6126 27.3709411765
6h02 85.0197183099 77.9935384615 68.84488 none none none
6gzp 50.0641975309 64.3848031496 48.1024545455 none none none
1sjv 30.937027027 17.1407317073 19.9424193548 none none none
3ln9 11.1607446809 11.6053488372 11.5135555556 none none none
1p4b 29.5377333333 28.6469672131 35.2053488372 29.6617525773 37.166 27.1353571429
1kir 19.3066197183 23.9457723577 18.2889873418 20.1472941176 25.1735416667 17.553902439
1kiq 15.18 20.0182926829 12.7144871795 15.5051764706 18.3422222222 12.0348780488
1kip 14.27359375 19.0697560976 14.7062025316 14.2064705882 18.6601851852 11.7562195122
5ayu 29.5187341772 23.107578125 25.17 20.7337349398 16.8257692308 16.5879487179
1p4i 49.6330666667 46.7191803279 51.3997674419 32.9521649485 37.3228 35.2746428571
4jha 24.7923076923 25.2511023622 47.1060431655 30.6347727273 37.477 24.1119736842
6ezw 16.0544871795 15.8883898305 14.4142105263 none none none
4m43 15.028 20.347238806 16.6320879121 18.3633136095 25.0396938776 15.0268115942
2arj 41.065890411 44.2598319328 39.2081707317 45.4947619048 38.1630769231 42.906375
1f8t 22.5056666667 25.887295082 29.7341758242 26.276984127 23.8425 20.4724657534
4m48 78.8471232877 80.7961068702 74.0584883721 78.3465517241 72.8556521739 71.2456164384
4gay 52.144025974 40.204469697 46.1955555556 33.0659130435 43.1467346939 24.3506493506
2gcy 31.0406593407 34.7502362205 49.2778571429 44.1486440678 26.7168518519 38.1387323944
4gag 27.4453246753 23.5922727273 20.8045679012 23.3869565217 21.8375510204 18.1890909091
5jyl 29.0360240964 33.0326618705 29.493255814 30.1273809524 30.8065625 26.467125
5jym 35.7324468085 49.6691549296 34.7004424779 36.0227835052 37.3447540984 43.1104054054
1fgv 15.7455172414 17.695 25.5051485149 11.2208791209 12.9061818182 14.0004545455
4gaj 36.5185714286 33.2282575758 39.5895061728 47.1537391304 43.9220408163 34.8838961039
1kxq 14.1578846154 19.7297761194 17.8284615385 none none none
5mhg 65.853373494 59.1037704918 72.0927131783 50.7581333333 49.76125 54.7393333333
5k59 67.4135555556 67.70734375 58.4261038961 59.4701149425 61.348 53.9353846154
1hq4 30.673255814 31.3965185185 37.0498148148 41.6301149425 27.5426086957 38.137625
5t93 none none none 31.3167065868 25.3654054054 30.9332467532
4ioi 27.7761176471 27.0423188406 31.8983333333 21.9980769231 23.2992592593 20.5917333333
4f33 43.8209589041 56.7153962264 54.5696376812 56.165 54.9366666667 53.3417419355
2gjj 42.8549253731 40.334140625 29.9024137931 44.149389313 39.4268253968 31.023452381
3pnw 49.4516455696 40.5384297521 58.8488059701 71.8811267606 69.7314285714 50.6192156863
3uls 38.5679746835 48.3452597403 40.304893617 44.5308235294 42.2444642857 64.9496341463
3f12 80.9439240506 85.6763358779 72.2270689655 71.4420987654 70.6602 75.1163043478
5iop 30.458961039 30.3470967742 27.8121782178 34.7604878049 31.4157692308 28.0005194805
2gjz 92.3297333333 93.0208547009 98.1084070796 96.41336 93.8415517241 90.5276811594
5lhn 50.0812 57.8982142857 60.1638674033 none none none
5w5z 33.5102298851 53.1425362319 31.0194444444 40.4358426966 31.1390566038 33.2833333333
3whx 9.0843956044 11.5662589928 11.7561111111 15.9074380165 16.7496551724 11.2775757576
5w5x 40.7297701149 52.5798507463 39.3983333333 48.5144578313 42.6230188679 41.8548333333
5lcv 39.4183146067 38.0765413534 33.7872195122 59.4747474747 52.5126415094 36.7221333333
1j05 16.9741176471 19.1584962406 17.0248039216 25.5880530973 17.0460377358 21.3064473684
5eoc 31.5582022472 32.8604255319 32.312625 44.4179646018 44.523877551 35.6235526316
5eor 30.7288888889 22.5690909091 24.7970588235 24.3628723404 27.216 27.0380392157
5eoq 24.8793333333 24.020952381 23.534125 29.0551587302 29.9217241379 23.4854545455
1cfs 6.61685393258 12.1903252033 10.2379310345 17.8328235294 15.3810169492 7.76166666667
4buh 18.4534831461 14.5694029851 21.8647777778 19.6226595745 12.6347540984 13.1055882353
4hgw 24.4410828025 27.1333445946 25.5726086957 33.2207773852 28.424587156 21.2058450704
1mvf 26.7916666667 22.9901587302 24.6458015267 none none none
1rmf 15.7509 21.0038323353 20.2076041667 15.2275151515 14.9754545455 9.72626506024
5otj 25.9475609756 41.1247482014 22.2804166667 26.7066666667 21.4192307692 28.3562068966
1b6d none none none 23.7189622642 22.0271428571 16.6369662921
3hr5 38.3092105263 39.760962963 41.0723943662 43.5187596899 38.8684482759 39.681369863
1mvu 22.9278823529 23.4053571429 20.4712264151 21.157480916 24.0512068966 16.8555844156
2yc1 19.8776190476 17.25675 17.5966666667 23.7560465116 26.476 18.2113095238
2ypv 16.7495061728 21.1212765957 17.6098901099 23.6591208791 24.9679310345 18.2815384615
4ky1 51.2824418605 36.9083823529 56.3467021277 43.4546753247 47.6750819672 42.0621052632
3gbm 44.2733783784 46.1852307692 44.7168085106 63.7704705882 59.9115789474 55.8263291139
3ggw 18.8472619048 21.6921290323 18.126 22.6451937984 21.6854901961 19.22375
4gsd 75.458372093 79.65609375 58.9598181818 70.0194936709 64.0996491228 63.7598611111
2lve none none none 15.0375968992 8.15844827586 13.135875
4yjz 65.4768604651 90.01104 64.0119444444 65.2523170732 84.9791803279 62.4628888889
1n64 36.591547619 41.4740441176 32.6332941176 29.042189781 35.1225862069 24.0375
3l5x 38.8927160494 45.8514583333 41.7617346939 55.1888235294 40.7119565217 44.1697590361
3l5y 45.146 53.1999305556 44.3140816327 61.8644705882 42.7941304348 49.3908108108
4hh9 14.4915189873 15.4981884058 18.8370491803 12.2267088608 11.371 11.5153571429
2hvj 56.544137931 48.0679577465 38.7591549296 35.3563414634 43.5292307692 31.8542682927
2hvk 35.1520689655 38.3089855072 27.4653521127 27.6486585366 33.5963461538 21.2590243902
2p44 23.9538157895 21.288019802 21.1687878788 none none none
5a16 30.7084210526 31.6132592593 31.5227093596 30.7808636364 29.9865346535 20.5487096774
4kk8 66.8391304348 70.1950381679 60.9043103448 72.0640277778 63.6356862745 55.9624675325
4kk9 60.3277173913 62.7041984733 55.233362069 63.9311111111 58.0335294118 45.0355844156
3ikc 27.3862790698 29.1834899329 30.3707317073 44.8548175182 35.7236206897 30.0704545455
5d7s 45.0564367816 59.9908888889 38.6773333333 52.7442168675 71.305 51.7135384615
5vco 28.0252 33.630234375 27.3045833333 31.5444705882 30.294 31.6450704225
5xku 32.9286046512 37.3854198473 27.73352 27.1022352941 32.1575555556 29.3554411765
5nml 155.468923077 105.69442623 127.494705882 none none none
5y7z 38.2443373494 32.4628030303 34.2205660377 none none none
1kxt 29.5675409836 20.1577966102 28.6470454545 none none none
1kxv 16.9975675676 16.9132727273 17.4147916667 none none none
5f89 72.2144565217 72.7640458015 78.983902439 81.8823834197 76.6675423729 84.2368243243
5f88 29.4974025974 30.6062096774 27.8444554455 33.9653658537 30.6125 24.94
2xv6 21.2725675676 22.6105737705 20.1936363636 none none none
1cfn 36.3341573034 33.3327642276 33.8668965517 42.536 39.5349152542 32.9026923077
2w60 25.0390588235 21.6837410072 22.5456923077 24.775 26.6026923077 21.4854545455
2w65 4.15305882353 5.96985611511 6.77092307692 6.16270491803 14.0811538462 2.0
2dtm 46.3030769231 51.8036842105 58.3823655914 64.20096 50.2694827586 43.0235294118
1cfv 14.415 21.642 14.1285714286 20.4834074074 20.3536206897 12.5422727273
1cft 58.1811235955 48.8610569106 58.8727586207 64.4031764706 68.3679661017 54.9114102564
5tih 54.6941573034 63.3121678322 49.1286666667 52.7305952381 58.4145652174 42.1423809524
1c12 31.0072222222 29.0024793388 43.8748648649 31.7591891892 35.312962963 22.199375
1cfq 42.6111235955 54.2869918699 33.8724137931 30.4903529412 53.5811864407 29.3474358974
3cfe 19.9562222222 20.1671223022 21.1378651685 20.6479775281 20.7021666667 20.1161538462
4liq 48.807654321 49.4987804878 41.6690540541 47.7510465116 51.4718518519 36.8088059701
5xwd 83.5951136364 97.3521705426 81.3214634146 74.7039189189 76.8065517241 85.4102272727
3t3p 37.4222619048 39.3536690647 21.1091304348 31.4466216216 25.3553703704 24.5159210526
1opg 23.5901333333 35.4233884298 59.7292253521 39.9649411765 37.5846153846 35.082027027
5az2 37.2443529412 31.5384615385 35.77046875 24.8566666667 28.931754386 24.6183098592
4hqq 36.3388043478 43.7748175182 42.8839285714 65.2484042553 56.3594827586 57.5434210526
5e94 23.0918085106 27.838 22.0333613445 24.3341573034 23.0725 20.9187142857
5e99 115.667481481 76.6608018868 115.436505073 77.4444585987 85.0485393258 74.3428244275
2adf 12.4190243902 22.1046428571 11.919875 15.6922988506 15.9919642857 14.7949295775
3t3m 57.1710714286 58.3471942446 41.3925 54.117972973 50.0707407407 46.2238157895
3o0r 59.4113333333 76.554469697 64.1779365079 77.3916666667 56.8815686275 65.1729113924
1c1e 38.4506097561 42.5436231884 36.7812987013 28.621984127 27.6517241379 24.6070886076
2fx8 33.3228985507 29.5491603053 49.3354477612 43.4372093023 35.052 29.9154285714
2fx9 28.1697101449 31.2030534351 34.6708208955 29.3246511628 29.7753333333 21.5522857143
6f5g 64.4115584416 43.6765909091 41.6871005917 none none none
2fx7 29.9984057971 25.5060305344 36.2923134328 24.0465116279 24.7804444444 17.6015714286
5f8q 59.0131818182 56.097079646 62.3625 none none none
2nxy 19.9275294118 21.7164444444 21.2520779221 26.6131168831 25.3517777778 20.0075
2nxz 14.6407058824 19.5713333333 14.8948051948 21.7505194805 18.5571111111 15.3902884615
5f8r 54.8704545455 54.7256637168 64.1294230769 none none none
3eak 21.421 18.7799152542 17.9912587413 none none none
4msw 35.5336781609 36.3151408451 27.3257746479 26.736097561 33.0630769231 22.0243902439
6bb4 39.2823529412 41.3933098592 32.029 37.7840243902 37.3389583333 33.3572151899
1cf8 22.1751162791 28.7947407407 25.6572222222 22.8165517241 18.4554347826 18.643375
1ivl none none none 26.5997701149 24.2728846154 17.2159493671
5g5r 62.9590909091 48.8031858407 48.1821428571 none none none
6j5f 23.57825 22.6600704225 21.7742222222 18.2536470588 22.5225490196 13.8151086957
6j5d 23.840375 21.8564788732 18.5467777778 17.546 24.847254902 13.0345652174
5g5x 71.6039393939 75.1798230088 63.5175714286 none none none
6bpd 35.8565934066 26.8605673759 71.9590909091 54.2729133858 54.6332692308 32.6678205128
5ucb 30.8492356688 31.2634538153 27.2751239669 35.9829927007 29.0969148936 29.8741007194
4y5y 54.633625 55.8432 56.3946031746 54.3463636364 68.7419642857 54.5137179487
6bpa 34.7690804598 35.6299270073 25.7545238095 34.6872619048 31.7937037037 27.9720289855
6bpb 39.4052380952 48.2018045113 32.2807042254 42.2989333333 42.7951724138 34.6195121951
6bpc 41.4053571429 53.9782706767 32.3636619718 44.7766666667 38.3401724138 38.1237804878
1op3 23.7043902439 25.5811023622 27.8710280374 26.8263636364 27.4182352941 23.652
